Brand,ModelName,ProcessorBrand,ProcessorName,ProcessorGeneration,OS,RAM,HDD,SSD,StorageDrive,GraphicCardBrand,GraphicCardSize,Ratings,Price,Discount(%)
Nokia,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.5,57990,35.0
Lenovo,Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light ...,Intel,Core i7,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,129803,16.0
Lenovo,Lenovo Legion 5 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,Intel,Core i5,10th Gen,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.4,72990,35.0
Lenovo,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,AMD,Ryzen 7Core 4800H,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.0,67990,24.0
HP,HP Core i7 10th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RT...,Intel,Core i7,10th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,6.0,0.0,134999,3.0
MSI,MSI GE66 Raider Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 20...,Intel,Core i7,10th Gen,Windows 10,32,0,1 TB,1 TB SSD,NVIDIA,8.0,5.0,194990,4.0
ASUS,ASUS VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC371TS 2 in 1 Lapt...,Intel,Core i3,10th Gen,Windows 10,4,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,46990,24.0
Lenovo,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,61790,0.0
acer,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel,Core i7,10th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,6.0,4.6,116990,22.0
APPLE,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,Intel,Core i5,10th Gen,Mac OS,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.7,174900,0.0
Lenovo,Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,AMD,Ryzen 7Core 4800H,Ryzen 7,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.4,69990,28.0
Lenovo,Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,Intel,Core i5,9th Gen,Windows 10,8,1 TB,0,1 TB HDD,NVIDIA,3.0,4.1,49990,28.0
DELL,DELL XPS 7390 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 7390 Thin and Light Laptop,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,103008,10.0
HP,HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,AMD,Ryzen 5Core 3550H,Ryzen 5,Windows 10,8,1 TB,0,1 TB HDD,NVIDIA,4.0,4.1,54990,12.0
Lenovo,Lenovo Ideapad 3 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,Intel,Core i5,10th Gen,Windows 10,4,1 TB,0,1 TB HDD,not mentioned,0.0,3.6,45790,25.0
Lenovo,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,AMD,Ryzen 5Core 4600H,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,0.0,63990,26.0
DELL,DELL Inspiron Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 Thin and Light Lapto...,Intel,Core i7,10th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,121223,0.0
ASUS,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,Intel,Core i7,10th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,5.0,154990,10.0
Lenovo,Lenovo Ideapad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,68299,38.0
Lenovo,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel,Core i5,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.9,42990,35.0
ASUS,ASUS ROG Strix Edition Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,Intel,Core i7,7th Gen,Windows 10,16,1 TB,128 GB,1 TB HDD 128 GB SSD,NVIDIA,6.0,5.0,139990,0.0
ASUS,ASUS Ryzen 5 Quad Core - (4 GB/512 GB SSD/Windows 10 Home) M515DA-BQ511T Thin and Light Laptop,AMD,Ryzen 5,Ryzen 5,Windows 10,4,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,43890,20.0
APPLE,APPLE MacBook Air Core i5 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) Z0YJ001KD,Intel,Core i5,10th Gen,Mac OS,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.5,92990,9.0
Lenovo,Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,Intel,Core i5,9th Gen,Windows 10,8,1 TB,0,1 TB HDD,NVIDIA,3.0,4.1,49990,28.0
HP,HP 14s Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1010TU Thin and Light Laptop,Intel,Core i7,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.6,72990,9.0
Lenovo,Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,2.0,4.1,74990,33.0
DELL,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5409 Thin an...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,2.0,4.3,65471,1.0
Lenovo,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,AMD,Ryzen 7Core 4700U,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,57990,4.0
DELL,DELL Inspiron Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) INSPIRON 3505 Notebook,AMD,Ryzen 5Core 3500U,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,55371,10.0
ASUS,ASUS VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM341T Laptop,Intel,Core i3,7th Gen,Windows 10,4,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,30990,20.0
acer,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel,Core i7,10th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,6.0,4.6,126500,15.0
Lenovo,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,AMD,Ryzen 7Core 4800H,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.0,67990,24.0
MSI,MSI Modern 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-426IN Laptop,Intel,Core i3,10th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.5,39990,25.0
ASUS,ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,Intel,Core i7,10th Gen,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,4.0,4.3,69990,30.0
Lenovo,Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,Intel,Core i3,10th Gen,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,4.4,51990,19.0
Lenovo,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,61790,0.0
Lenovo,Lenovo B50-70 Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8/ 2GB Graph) (59-427747),Intel,Core i5,4th Gen,Windows 8,8,1 TB,0,1 TB HDD,not mentioned,2.0,3.8,52490,0.0
Avita,Avita Cosmos 2 in 1 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN025P 2 in 1 ...,Intel,Celeron,10th Gen,Windows 10,4,0,0,64 GB,not mentioned,0.0,4.6,17990,23.0
MSI,MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,Intel,Core i7,8th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,6.0,4.1,149990,11.0
Lenovo,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,AMD,Ryzen 5Core 4600H,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,0.0,63990,26.0
MSI,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,Intel,Core i7,10th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,2.0,4.1,99990,19.0
Lenovo,Lenovo Legion 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.4,71990,35.0
ASUS,ASUS ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX...,Intel,Core i7,9th Gen,Windows 10,24,0,1 TB,1 TB SSD,NVIDIA,8.0,0.0,169990,47.0
Lenovo,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel,Core i5,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.9,42990,35.0
Lenovo,lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,Intel,Core i5,11th Gen,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.4,60990,23.0
Lenovo,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,AMD,Ryzen 5Core 3500U,Ryzen 5,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.2,44999,15.0
ASUS,ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) K513EA-BQ303TS Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,44590,18.0
Lenovo,Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,Intel,Core i5,9th Gen,Windows 10,8,1 TB,0,1 TB HDD,NVIDIA,3.0,4.1,49990,28.0
ASUS,ASUS ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV307T Thin and Light Laptop,Intel,Core i5,8th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.2,54990,1.0
ASUS,ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,Intel,Core i7,10th Gen,Windows 10,32,0,1 TB,1 TB SSD,NVIDIA,8.0,0.0,199989,38.0
DELL,DELL Vostro Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3405 Thin and Light Lapto...,AMD,Ryzen 3Core 3250U,Ryzen 3,Windows 10,4,1 TB,0,1 TB HDD,not mentioned,0.0,3.8,31490,13.0
Lenovo,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,AMD,Ryzen 7Core 4700U,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,57990,4.0
MSI,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,49990,12.0
ASUS,ASUS VivoBook Flip 14 Ryzen 3 Quad Core 4300U - (4 GB/256 GB SSD/Windows 10 Home) TM420IA-EC096TS 2 in...,AMD,Ryzen 3Core 4300U,Ryzen 3,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,4.8,50590,19.0
HP,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,99990,14.0
Lenovo,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,AMD,Ryzen 7Core 4800H,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.0,67990,24.0
MSI,MSI Prestige 14 EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14 Evo A11M-463IN T...,Intel,Core i7,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,94990,9.0
DELL,DELL Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 2 in 1 Laptop,Intel,Core i7,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,109729,8.0
ASUS,ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,Intel,Core i5,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,2.0,0.0,69290,11.0
Lenovo,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,61790,0.0
ASUS,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,Intel,Core i7,10th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,5.0,154990,10.0
ASUS,ASUS ROG Zephyrus S Core i7 9th Gen - (24 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX...,Intel,Core i7,9th Gen,Windows 10,24,0,1 TB,1 TB SSD,NVIDIA,8.0,0.0,169990,47.0
Avita,Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF542-CS Thin and Light Laptop,Intel,Core i5,10th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.0,40890,22.0
Lenovo,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,AMD,Ryzen 5Core 4600H,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,0.0,63990,26.0
ASUS,ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,2.0,0.0,86990,0.0
APPLE,APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MXK72HN/A,Intel,Core i5,8th Gen,Mac OS,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.6,132990,6.0
LG,LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,Intel,Core i5,8th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.8,69990,28.0
Lenovo,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel,Core i5,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.9,42990,35.0
MSI,MSI WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,Intel,Core i7,10th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,0.0,159990,11.0
ASUS,ASUS ZenBook Flip 13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Lapto...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,94990,14.0
MSI,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce 1050Ti...,Intel,Core i7,7th Gen,Windows 10,8,1 TB,128 GB,1 TB HDD 128 GB SSD,NVIDIA,4.0,0.0,99990,0.0
Lenovo,Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,Intel,Core i5,9th Gen,Windows 10,8,1 TB,0,1 TB HDD,NVIDIA,3.0,4.1,49990,28.0
DELL,DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,152149,2.0
DELL,DELL Ryzen 5 Dual Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3505 Laptop,AMD,Ryzen 5,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,0.0,49990,0.0
ASUS,ASUS ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T La...,Intel,Core i9,8th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,4.0,5.0,204990,2.0
Lenovo,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,AMD,Ryzen 7Core 4700U,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,57990,4.0
MSI,MSI Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1070...,Intel,Core i7,7th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,8.0,4.2,185990,0.0
ASUS,ASUS ZenBook 14 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX433FA-A6111T Thin and Light Lapt...,Intel,Core i7,8th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.5,85990,14.0
ASUS,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,Intel,Core i7,10th Gen,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,0.0,0.0,167990,17.0
Lenovo,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,AMD,Ryzen 7Core 4800H,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.0,67990,24.0
Avita,Avita Pura Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home in S Mode) NS14A6INV561-PDGYB Th...,AMD,Ryzen 5Core 3500U,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,30792,41.0
HP,HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop,Intel,Core i7,8th Gen,Windows 10,8,1 TB,128 GB,1 TB HDD 128 GB SSD,not mentioned,4.0,0.0,116941,0.0
MSI,MSI Creator 17 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 207...,Intel,Core i7,10th Gen,Windows 10,32,0,1 TB,1 TB SSD,NVIDIA,8.0,0.0,264990,15.0
Lenovo,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,61790,0.0
