Product,Price,Ratings,Specs,PageNumber,Discount
HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop,"₹41,490",4.2,Intel Core i3 Processor (11th Gen),5,4.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),5,
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹69,576",4.8,Intel Core i5 Processor (10th Gen),5,22.0
APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MXK32HN/A,"₹98,990",4.6,Intel Core i5 Processor (8th Gen),5,16.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",4.0,Intel Core i5 Processor (10th Gen),5,31.0
Lenovo ThinkPad E14 Core i7 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) E14 Thin and Light L...,"₹79,990",4.8,Intel Core i7 Processor (10th Gen),5,20.0
HP Pavilion x360 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dh1178TU 2 in 1 Laptop,"₹51,490",4.4,Intel Core i3 Processor (10th Gen),6,13.0
Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹29,990",3.9,AMD Ryzen 3 Dual Core Processor,6,13.0
ASUS ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹86,990",,Intel Core i7 Processor (10th Gen),6,
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,6,26.0
Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop,"₹75,990",4.8,Intel Core i5 Processor (10th Gen),6,34.0
HP 14s Ryzen 5 Quad Core 3500U 3rd Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-dk0093AU Thin ...,"₹47,990",4.5,AMD Ryzen 5 Quad Core Processor (3rd Gen),6,9.0
DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,"₹1,79,990",5.0,Intel Core i9 Processor (10th Gen),6,20.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),6,35.0
APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH52HN/A,"₹99,990",4.5,Intel Core i5 Processor (10th Gen),6,18.0
ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) TP470EZ-EC033...,"₹73,990",3.8,Intel Core i5 Processor (11th Gen),6,12.0
APPLE MacBook Pro Core i7 9th Gen - (16 GB/512 GB SSD/Mac OS Catalina/4 GB Graphics) MVVL2HN/A,"₹1,99,900",4.4,Intel Core i7 Processor (9th Gen),6,
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),6,28.0
APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH42HN/A,"₹99,990",4.5,Intel Core i5 Processor (10th Gen),6,18.0
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408 Thin and Lig...,"₹62,990",4.4,Intel Core i5 Processor (10th Gen),6,14.0
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop,"₹44,980",4.3,Intel Core i3 Processor (11th Gen),6,8.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,6,4.0
Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹38,490",3.7,AMD Ryzen 5 Quad Core Processor,6,23.0
ASUS VivoBook S S13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) S333EA-EG501TS Thin and Light...,"₹56,990",4.5,Intel Core i5 Processor (11th Gen),6,12.0
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Not...,"₹68,409",,Intel Core i5 Processor (11th Gen),6,
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,6,24.0
APPLE MacBook Pro Core i7 9th Gen - (16 GB/512 GB SSD/Mac OS Catalina/4 GB Graphics) MVVJ2HN/A,"₹1,95,843",4.7,Intel Core i7 Processor (9th Gen),6,2.0
ALIENWARE Core i7 9th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics) Area-51m Laptop,"₹2,09,990",,Intel Core i7 Processor (9th Gen),6,35.0
ASUS ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ551TS Th...,"₹86,990",,Intel Core i5 Processor (10th Gen),6,22.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),6,
APPLE MacBook Pro Core i9 9th Gen - (16 GB/1 TB SSD/Mac OS Catalina/4 GB Graphics) MVVM2HN/A,"₹2,24,990",4.2,Intel Core i9 Processor (9th Gen),7,6.0
Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"₹30,990",3.7,AMD Ryzen 3 Dual Core Processor,7,16.0
acer One 14 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹23,990",4.0,Intel Pentium Gold Processor,7,36.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,7,26.0
APPLE MacBook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYDC2HN/A,"₹1,39,990",4.8,Apple M1 Processor,7,2.0
ASUS ROG Strix G15 (2020) Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹92,990",5.0,Intel Core i7 Processor (10th Gen),7,20.0
HP Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-FQ2071TU Thin and Light Lap...,"₹55,490",,Intel Core i5 Processor (11th Gen),7,6.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),7,35.0
ASUS ROG Strix G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"₹92,990",5.0,AMD Ryzen 5 Hexa Core Processor,7,16.0
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop,"₹42,890",4.3,Intel Core i3 Processor (11th Gen),7,4.0
MSI GF65 Thin Core i5 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 166...,"₹71,990",4.6,Intel Core i5 Processor (9th Gen),7,28.0
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),7,28.0
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹64,990",,Intel Core i5 Processor (10th Gen),7,6.0
HP 15s Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15s-GR0006AU Thin and Light Laptop,"₹33,990",3.9,AMD Ryzen 3 Dual Core Processor,7,1.0
HP G Series Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) 250 G8 Thin and Light Laptop,"₹39,990",,Intel Core i3 Processor (10th Gen),7,9.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,7,4.0
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EK511...,"₹62,990",4.8,Intel Core i5 Processor (11th Gen),7,21.0
ASUS VivoBook 14 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK586T Thin and Li...,"₹59,990",4.4,AMD Ryzen 7 Octa Core Processor,7,13.0
acer Predator Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070...,"₹1,54,990",,Intel Core i7 Processor (10th Gen),7,29.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,7,24.0
HP Pavilion x360 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1038TU 2 in 1 Laptop,"₹70,990",4.4,Intel Core i5 Processor (11th Gen),7,6.0
DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3405 Thin and Ligh...,"₹42,890",4.2,AMD Ryzen 5 Quad Core Processor,7,5.0
ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,24,990",5.0,AMD Ryzen 7 Octa Core Processor,7,23.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),7,
ASUS ROG Strix Scar 17 Core i9 10th Gen - (32 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce...,"₹2,69,990",,Intel Core i9 Processor (10th Gen),8,9.0
acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹59,990",,Intel Core i5 Processor (10th Gen),8,33.0
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,"₹1,62,990",3.3,Intel Core i7 Processor (10th Gen),8,15.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,8,26.0
Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 5 14ITL05 2 in 1 Laptop,"₹52,990",4.5,Intel Core i3 Processor (11th Gen),8,23.0
APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,"₹1,69,990",4.5,Intel Core i5 Processor (10th Gen),8,2.0
DELL Inspiron Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 14-5406-14 2 in 1 Laptop,"₹51,490",3.5,Intel Core i3 Processor (11th Gen),8,5.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),8,35.0
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-EJ312TS Thin and Light Laptop,"₹41,590",4.2,Intel Core i3 Processor (11th Gen),8,7.0
lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹97,990",4.9,Intel Evo platform feat 11th Gen Intel Core i7 processor,8,29.0
DELL G5 15 SE Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX 5...,"₹75,990",4.4,AMD Ryzen 5 Hexa Core Processor,8,6.0
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),8,28.0
HP 15 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) 15-db 1059AU Laptop,"₹31,490",4.0,AMD Ryzen 3 Dual Core Processor,8,5.0
acer Travelmate P2 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) P215-53 Laptop,"₹54,990",4.5,Intel Core i5 Processor (11th Gen),8,27.0
Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"₹49,949",4.4,Intel Core i3 Processor (10th Gen),8,23.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,8,4.0
acer Swift 5 Core i7 11th Gen Intel EVO - (16 GB/1 TB SSD/Windows 10 Home) SF514-55TA-72VG Thin and Li...,"₹97,999",4.6,Intel Evo platform feat 11th Gen Intel Core i7 processor,8,21.0
acer Aspire 5 Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) A514-53-316M Thin an...,"₹39,999",4.3,Intel Core i3 Processor (10th Gen),8,28.0
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB511TS Thin and Li...,"₹59,990",4.5,Intel Core i5 Processor (11th Gen),8,18.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,8,24.0
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB513TS Thin and Li...,"₹59,990",4.5,Intel Core i5 Processor (11th Gen),8,18.0
ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home) X413JA-EK277TS Thin and Ligh...,"₹58,990",4.5,Intel Core i5 Processor (10th Gen),8,
ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,54,990",3.3,AMD Ryzen 9 Octa Core Processor,8,20.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),8,
MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,"₹54,990",4.5,Intel Core i5 Processor (9th Gen),9,42.0
MSI Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,"₹79,990",4.9,Intel Core i7 Processor (10th Gen),9,5.0
LG Gram 15 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z90N Laptop,"₹72,990",4.7,Intel Core i5 Processor (10th Gen),9,29.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,9,26.0
DELL Latitude 5300 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) Latitude 5300 Laptop,"₹59,990",3.6,Intel Core i5 Processor (8th Gen),9,19.0
APPLE MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTL2HN/A,"₹83,990",4.6,Intel Core i3 Processor (10th Gen),9,9.0
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3505 Laptop,"₹60,990",4.4,AMD Ryzen 7 Quad Core Processor,9,4.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),9,35.0
MICROSOFT Surface Pro 7 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 1866 2 in 1 Laptop,"₹99,990",4.3,Intel Core i5 Processor (10th Gen),9,17.0
ASUS VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC372TS 2 in 1 Lapt...,"₹50,450",4.3,Intel Core i3 Processor (10th Gen),9,15.0
APPLE MacBook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"₹1,39,990",4.8,Apple M1 Processor,9,2.0
Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,"₹49,990",4.1,Intel Core i5 Processor (9th Gen),9,28.0
Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Lap...,"₹58,990",4.4,Intel Core i5 Processor (11th Gen),9,30.0
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB513TS Thin and Li...,"₹59,990",4.5,Intel Core i5 Processor (11th Gen),9,18.0
ASUS ZenBook 14 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX425EA-BM701TS Thin and Light L...,"₹95,990",4.5,Intel Core i7 Processor (11th Gen),9,19.0
Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",4.4,AMD Ryzen 7 Octa Core Processor,9,4.0
HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dv0053TU Thin and Light Laptop,"₹68,990",,Intel Core i5 Processor (11th Gen),9,4.0
DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,14,990",,Intel Core i7 Processor (8th Gen),9,17.0
LG Gram 14 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z90N Laptop,"₹62,990",4.5,Intel Core i5 Processor (10th Gen),9,36.0
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹67,990",4.0,AMD Ryzen 7 Octa Core Processor,9,24.0
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,"₹65,999",4.4,Intel Core i5 Processor (10th Gen),9,7.0
MSI GF63 Thin Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,"₹66,990",4.5,Intel Core i7 Processor (9th Gen),9,36.0
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,"₹99,500",,Intel Core i5 Processor (8th Gen),9,17.0
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,"₹61,790",,Intel Core i3 Processor (11th Gen),9,
ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,"₹62,699",,Intel Core i5 Processor (10th Gen),10,11.0
ASUS Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502TS Thin and Light Laptop,"₹46,590",,Intel Core i5 Processor (10th Gen),10,19.0
Lenovo Ideapad Slim 3i Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,"₹34,990",3.7,Intel Core i3 Processor (10th Gen),10,20.0
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphic...,"₹63,990",,AMD Ryzen 5 Hexa Core Processor,10,26.0
ASUS ZenBook 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX435EG-AI501TS Thi...,"₹99,990",,Intel Core i5 Processor (11th Gen),10,9.0
Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/DOS) 82C6000KIH Notebook,"₹26,990",3.8,AMD Ryzen 3 Dual Core Processor,10,25.0
ASUS VivoBook S S14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM501TS...,"₹62,990",5.0,Intel Core i5 Processor (11th Gen),10,23.0
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,"₹42,990",3.9,Intel Core i5 Processor (10th Gen),10,35.0
ASUS VivoBook Ultra 14 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X413EA-EK302TS Thin and Li...,"₹44,990",4.4,Intel Core i3 Processor (11th Gen),10,10.0
ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Lig...,"₹64,990",,Intel Core i5 Processor (10th Gen),10,34.0
